,gene_id,gene_name,gene_type,gene_chrom,gene_start,gene_end,n_cells,percent_cells,robust,highly_variable_features,ribosomal,mitochondrial,protein_coding,mitocarta_genes,robust_protein_coding,mean,bins,std
FMN1,ENSG00000248905,FMN1,protein_coding,15,32765544.0,33194714.0,4343204.0,48.805649367826284,True,True,False,False,True,False,True,0.9322106328523939,"(1.683, 2.18]",1.1710422683810018
RGS5,ENSG00000143248,RGS5,protein_coding,1,163111121.0,163321791.0,1090194.0,12.2507775611986,True,True,False,False,True,False,True,0.11749982826431156,"(0.282, 0.324]",0.35518327793627497
GNG11,ENSG00000127920,GNG11,protein_coding,7,93921735.0,93928610.0,80718.0,0.9070479778689194,True,True,False,False,True,False,True,0.008193760544296087,"(0.023, 0.027]",0.08483986825607584
TLR10,ENSG00000174123,TLR10,protein_coding,4,38772238.0,38782990.0,154756.0,1.7390311561619773,True,True,False,False,True,False,True,0.009693356191136515,"(0.0422, 0.0495]",0.08850999573055467
GABRG1,ENSG00000163285,GABRG1,protein_coding,4,46035769.0,46124054.0,1534999.0,17.249160521578997,True,True,False,False,True,False,True,0.16493118037775287,"(0.425, 0.484]",0.4292138162794403
TMTC4,ENSG00000125247,TMTC4,protein_coding,13,100603625.0,100675093.0,3389403.0,38.087553424674155,True,True,False,False,True,False,True,0.37434548255528977,"(1.125, 1.352]",0.552482879023372
TMEM154,ENSG00000170006,TMEM154,protein_coding,4,152618628.0,152680012.0,163667.0,1.839166250326723,True,True,False,False,True,False,True,0.012538887645343498,"(0.0362, 0.0422]",0.10060504367266739
BACH1,ENSG00000156273,BACH1,protein_coding,21,29194071.0,29630751.0,3525430.0,39.61612221088759,True,True,False,False,True,False,True,0.4210580895479797,"(1.125, 1.352]",0.6664985401207446
JAM2,ENSG00000154721,JAM2,protein_coding,21,25639258.0,25717562.0,2020626.0,22.70627031553511,True,True,False,False,True,False,True,0.2066596672228617,"(0.551, 0.63]",0.4373376775612552
ADRA1B,ENSG00000170214,ADRA1B,protein_coding,5,159865080.0,159973012.0,1255494.0,14.108294233337807,True,True,False,False,True,False,True,0.13026405953245163,"(0.282, 0.324]",0.3688253784305881
SEPTIN6,ENSG00000125354,SEPTIN6,protein_coding,X,119615724.0,119693370.0,2221952.0,24.968619992093473,True,False,False,False,True,False,True,0.23238090430557282,"(0.551, 0.63]",0.43838632368795966
QRFPR,ENSG00000186867,QRFPR,protein_coding,4,121328642.0,121381059.0,153995.0,1.7304796123779604,True,True,False,False,True,False,True,0.01539711693460897,"(0.0362, 0.0422]",0.13783974313643732
RAB3IP,ENSG00000127328,RAB3IP,protein_coding,12,69738860.0,69823204.0,2702183.0,30.36509360962573,True,True,False,False,True,False,True,0.26962634187699913,"(0.72, 0.825]",0.4773393258475486
PAPSS2,ENSG00000198682,PAPSS2,protein_coding,10,87659613.0,87747705.0,1049723.0,11.795995000774246,True,True,False,False,True,False,True,0.12875930120488321,"(0.246, 0.282]",0.3840125425885156
RHOBTB3,ENSG00000164292,RHOBTB3,protein_coding,5,95713522.0,95824383.0,4383519.0,49.25867891796114,True,True,False,False,True,False,True,0.5455737475538807,"(1.352, 1.683]",0.6576953681370991
SOX8,ENSG00000005513,SOX8,protein_coding,16,981770.0,986979.0,1694092.0,19.036927611238056,True,True,False,False,True,False,True,0.13571906206233442,"(0.484, 0.551]",0.3140503583073369
HCRTR2,ENSG00000137252,HCRTR2,protein_coding,6,55106460.0,55282617.0,415327.0,4.667131439138291,True,False,False,False,True,False,True,0.04173441552243896,"(0.0894, 0.104]",0.21675716825010216
ARMC3,ENSG00000165309,ARMC3,protein_coding,10,22928024.0,23038523.0,1094337.0,12.297333469079257,True,True,False,False,True,False,True,0.11728178961975283,"(0.282, 0.324]",0.3324791664963423
SORBS2,ENSG00000154556,SORBS2,protein_coding,4,185585444.0,185956652.0,4391254.0,49.345599011481994,True,True,False,False,True,False,True,0.9380607116011696,"(1.683, 2.18]",1.1583135953143375
TEP1,ENSG00000129566,TEP1,protein_coding,14,20365667.0,20413501.0,756290.0,8.498616357968297,True,True,False,False,True,False,True,0.0569530608735417,"(0.185, 0.214]",0.20281363807795952
EFS,ENSG00000100842,EFS,protein_coding,14,23356403.0,23365752.0,1044529.0,11.73762874793038,True,True,False,False,True,False,True,0.07544031080063394,"(0.282, 0.324]",0.2352870554306709
DLGAP2,ENSG00000198010,DLGAP2,protein_coding,8,737628.0,1708476.0,4780175.0,53.715999747386725,True,True,False,False,True,False,True,1.3342388570683659,"(2.18, 7.959]",1.554874328558254
DIPK2B,ENSG00000147113,DIPK2B,protein_coding,X,45148373.0,45200901.0,750750.0,8.436362018200292,True,True,False,False,True,False,True,0.07430807627621142,"(0.246, 0.282]",0.26148540326193975
MEGF11,ENSG00000157890,MEGF11,protein_coding,15,65895079.0,66253750.0,1991514.0,22.379131626126057,True,True,False,False,True,False,True,0.2288502339028505,"(0.63, 0.72]",0.5406907848093802
NCF4,ENSG00000100365,NCF4,protein_coding,22,36860988.0,36878017.0,72072.0,0.8098907537472281,True,True,False,False,True,False,True,0.004789851588757139,"(0.0198, 0.023]",0.060650631544375506
BHLHE41,ENSG00000123095,BHLHE41,protein_coding,12,26120030.0,26125037.0,2152041.0,24.183012925753946,True,True,False,False,True,False,True,0.20304714381887887,"(0.551, 0.63]",0.38838596738562453
MCOLN2,ENSG00000153898,MCOLN2,protein_coding,1,84925583.0,84997113.0,140310.0,1.5766979084564543,True,True,False,False,True,False,True,0.013805402930452857,"(0.0314, 0.0362]",0.10945056293858925
ABI3,ENSG00000108798,ABI3,protein_coding,17,49210411.0,49223225.0,148089.0,1.6641124407769072,True,True,False,False,True,False,True,0.011391387033984431,"(0.0362, 0.0422]",0.09392669197706748
GFRA1,ENSG00000151892,GFRA1,protein_coding,10,116056925.0,116276803.0,1076148.0,12.092939211671274,True,True,False,False,True,False,True,0.11239922742004574,"(0.282, 0.324]",0.35781545515223173
SEZ6L,ENSG00000100095,SEZ6L,protein_coding,22,26169462.0,26383597.0,3759039.0,42.24124388216265,True,True,False,False,True,False,True,0.6826408632542512,"(1.352, 1.683]",0.9352381925229603
MAML3,ENSG00000196782,MAML3,protein_coding,4,139716753.0,140154184.0,3555701.0,39.95628486776796,True,True,False,False,True,False,True,0.5453577896082489,"(1.125, 1.352]",0.778076951578313
DIAPH3,ENSG00000139734,DIAPH3,protein_coding,13,59665583.0,60163928.0,881159.0,9.901799959500968,True,True,False,False,True,False,True,0.08322447914830255,"(0.214, 0.246]",0.2730066775189137
TACC1,ENSG00000147526,TACC1,protein_coding,8,38728186.0,38853028.0,6242754.0,70.15135895380345,True,False,False,False,True,False,True,0.9099133166187302,"(2.18, 7.959]",0.7408450836225399
DRAM1,ENSG00000136048,DRAM1,protein_coding,12,101877580.0,102012130.0,784449.0,8.8150459524678,True,True,False,False,True,False,True,0.06694948344122009,"(0.185, 0.214]",0.23847609784085166
CD72,ENSG00000137101,CD72,protein_coding,9,35609979.0,35646810.0,390217.0,4.384964206002082,True,True,False,False,True,False,True,0.03285551486220381,"(0.0894, 0.104]",0.1598093575378823
RHBDF2,ENSG00000129667,RHBDF2,protein_coding,17,76470891.0,76501790.0,647669.0,7.27801552043392,True,True,False,False,True,False,True,0.06266485349546687,"(0.214, 0.246]",0.26233300001144977
TRABD2B,ENSG00000269113,TRABD2B,protein_coding,1,47760528.0,47997385.0,118568.0,1.3323777179806489,True,True,False,False,True,False,True,0.01076026732251807,"(0.0314, 0.0362]",0.10360200824082437
STK10,ENSG00000072786,STK10,protein_coding,5,172042079.0,172188224.0,1465052.0,16.46314891440343,True,True,False,False,True,False,True,0.12267519789238322,"(0.368, 0.425]",0.3078097986056168
SLC12A7,ENSG00000113504,SLC12A7,protein_coding,5,1050384.0,1112063.0,344803.0,3.8746359413406797,True,True,False,False,True,False,True,0.02971679234780138,"(0.0894, 0.104]",0.16184872706073689
ZNF385D,ENSG00000151789,ZNF385D,protein_coding,3,21412218.0,22373321.0,3563784.0,40.04711552270384,True,True,False,False,True,False,True,0.6564504565188969,"(1.352, 1.683]",1.1207623142330652
C1QTNF7,ENSG00000163145,C1QTNF7,protein_coding,4,15339818.0,15446167.0,1073018.0,12.057766633426894,True,True,False,False,True,False,True,0.09612660995263443,"(0.282, 0.324]",0.3139503855892786
NR4A3,ENSG00000119508,NR4A3,protein_coding,9,99821855.0,99866891.0,588786.0,6.616332796867236,True,True,False,False,True,False,True,0.04953092547983373,"(0.14, 0.161]",0.22481221470509763
CHSY3,ENSG00000198108,CHSY3,protein_coding,5,129904465.0,130186634.0,4694821.0,52.75685589963251,True,True,False,False,True,False,True,1.0639172012771976,"(1.683, 2.18]",1.2330571554244814
SERF2,ENSG00000140264,SERF2,protein_coding,15,43777087.0,43804427.0,1751675.0,19.684001915725606,True,True,False,False,True,False,True,0.13639327418982294,"(0.425, 0.484]",0.3061812067470351
TPO,ENSG00000115705,TPO,protein_coding,2,1374066.0,1543711.0,229973.0,2.584263046835266,True,False,False,False,True,False,True,0.024597589715446854,"(0.0422, 0.0495]",0.14771428983658505
GRIN2A,ENSG00000183454,GRIN2A,protein_coding,16,9753404.0,10182928.0,5083067.0,57.11967149486155,True,True,False,False,True,False,True,1.2924577200337686,"(2.18, 7.959]",1.403196782594616
ELN,ENSG00000049540,ELN,protein_coding,7,74027789.0,74069907.0,1497739.0,16.830460756280104,True,True,False,False,True,False,True,0.1366328644766015,"(0.425, 0.484]",0.3243900586482894
VASH1,ENSG00000071246,VASH1,protein_coding,14,76761468.0,76783015.0,1657439.0,18.625048853924575,True,True,False,False,True,False,True,0.1352330364025907,"(0.368, 0.425]",0.31093064113856533
KCTD12,ENSG00000178695,KCTD12,protein_coding,13,76880175.0,76886405.0,818992.0,9.2032141218913,True,True,False,False,True,False,True,0.07586685229918105,"(0.185, 0.214]",0.25907896627340826
PLPP3,ENSG00000162407,PLPP3,protein_coding,1,56494761.0,56645301.0,2352697.0,26.437833647863833,True,True,False,False,True,False,True,0.23780907471378496,"(0.72, 0.825]",0.4886016563831346
GCNT1,ENSG00000187210,GCNT1,protein_coding,9,76419850.0,76651203.0,3730657.0,41.9223083819288,True,True,False,False,True,False,True,0.4301120001125604,"(1.125, 1.352]",0.5834043300113992
GATA1,ENSG00000102145,GATA1,protein_coding,X,48786562.0,48794311.0,96455.0,1.0838885094445676,True,True,False,False,True,False,True,0.0077708655335565315,"(0.023, 0.027]",0.07886092874386195
FLNA,ENSG00000196924,FLNA,protein_coding,X,154348524.0,154374634.0,1063083.0,11.94612459992597,True,False,False,False,True,False,True,0.08106961755337448,"(0.246, 0.282]",0.24453468532024691
KIAA1217,ENSG00000120549,KIAA1217,protein_coding,10,23694746.0,24547848.0,4247678.0,47.73220025940058,True,True,False,False,True,False,True,0.8979088044556816,"(1.683, 2.18]",1.267993363390319
TENM4,ENSG00000149256,TENM4,protein_coding,11,78652829.0,79441030.0,4844102.0,54.434363136980444,True,True,False,False,True,False,True,0.9754545410766116,"(1.683, 2.18]",1.1231068928797936
SLC8B1,ENSG00000089060,SLC8B1,protein_coding,12,113298759.0,113359493.0,1389702.0,15.616422470085892,True,False,False,False,True,True,False,0.1175937119530908,"(0.324, 0.368]",0.3018170151383615
CD58,ENSG00000116815,CD58,protein_coding,1,116514534.0,116571039.0,578004.0,6.495172816473982,True,True,False,False,True,False,True,0.052224038246852185,"(0.14, 0.161]",0.21248055943284322
CUBN,ENSG00000107611,CUBN,protein_coding,10,16823966.0,17129811.0,1029641.0,11.570328637737951,True,True,False,False,True,False,True,0.09837902276717095,"(0.246, 0.282]",0.29532063266313413
ANXA3,ENSG00000138772,ANXA3,protein_coding,4,78551747.0,78610451.0,115666.0,1.2997672316978421,True,True,False,False,True,False,True,0.015522979029749499,"(0.0314, 0.0362]",0.13503183945836067
BCL2A1,ENSG00000140379,BCL2A1,protein_coding,15,79960892.0,79971196.0,117171.0,1.3166792860933019,True,False,False,False,True,True,False,0.008347459799463455,"(0.027, 0.0314]",0.07837945635687632
MYH11,ENSG00000133392,MYH11,protein_coding,16,15703135.0,15857028.0,1266809.0,14.235443665553504,True,True,False,False,True,False,True,0.10989836232375044,"(0.368, 0.425]",0.30031530664543665
CLMP,ENSG00000166250,CLMP,protein_coding,11,123069872.0,123195248.0,1502217.0,16.880781141384997,True,True,False,False,True,False,True,0.18204125116101377,"(0.368, 0.425]",0.4464631450831667
ZBTB7B,ENSG00000160685,ZBTB7B,protein_coding,1,155002630.0,155018522.0,340780.0,3.8294285029134802,True,True,False,False,True,False,True,0.02426145849688463,"(0.0894, 0.104]",0.1304041849843338
TNFRSF10B,ENSG00000120889,TNFRSF10B,protein_coding,8,23020133.0,23069031.0,505117.0,5.676123707688681,True,True,False,False,True,False,True,0.04512536152468709,"(0.121, 0.14]",0.19688033730463492
IL18R1,ENSG00000115604,IL18R1,protein_coding,2,102311529.0,102398777.0,136807.0,1.537333837660909,True,True,False,False,True,False,True,0.013434730274227952,"(0.0362, 0.0422]",0.11322765750402951
PARD3B,ENSG00000116117,PARD3B,protein_coding,2,204545475.0,205620162.0,3553048.0,39.92647245560108,True,True,False,False,True,False,True,0.5109817283286829,"(1.352, 1.683]",0.8137944465218611
MOB3B,ENSG00000120162,MOB3B,protein_coding,9,27325209.0,27529814.0,5141371.0,57.77484785331529,True,True,False,False,True,False,True,0.7108184500151502,"(1.683, 2.18]",0.7426489205264073
PNP,ENSG00000198805,PNP,protein_coding,14,20468954.0,20477089.0,130901.0,1.4709666660598555,True,True,False,False,True,False,True,0.010383313554126585,"(0.0314, 0.0362]",0.09006979386657933
IFI27,ENSG00000165949,IFI27,protein_coding,14,94104836.0,94116698.0,211663.0,2.378509082728376,True,False,False,False,True,True,False,0.019962794950751747,"(0.0495, 0.0577]",0.13632567998243272
ADARB2,ENSG00000185736,ADARB2,protein_coding,10,1177313.0,1737525.0,4907530.0,55.14711914109688,True,True,False,False,True,False,True,0.8275277857210893,"(1.683, 2.18]",1.1932864735160582
P2RY14,ENSG00000174944,P2RY14,protein_coding,3,151212117.0,151278542.0,2584761.0,29.045593774925614,True,True,False,False,True,False,True,0.32881676385936914,"(0.72, 0.825]",0.6072348985219836
RGS3,ENSG00000138835,RGS3,protein_coding,9,113444731.0,113597743.0,1149005.0,12.911651203093207,True,True,False,False,True,False,True,0.0954396966711873,"(0.324, 0.368]",0.26995354422627044
EGFL7,ENSG00000172889,EGFL7,protein_coding,9,136658856.0,136672678.0,661898.0,7.437910285877772,True,True,False,False,True,False,True,0.061541536827070004,"(0.14, 0.161]",0.22532402432700682
MKNK1,ENSG00000079277,MKNK1,protein_coding,1,46557407.0,46616843.0,3033963.0,34.09338690352982,True,False,False,False,True,False,True,0.3437820986194003,"(0.825, 0.96]",0.5288850699130113
FGD6,ENSG00000180263,FGD6,protein_coding,12,95076749.0,95217482.0,2213167.0,24.86990079085486,True,True,False,False,True,False,True,0.23253776148970823,"(0.551, 0.63]",0.4644697718974371
TMCC2,ENSG00000133069,TMCC2,protein_coding,1,205227946.0,205285632.0,2164070.0,24.318185751217726,True,True,False,False,True,False,True,0.20673452248686655,"(0.551, 0.63]",0.3849196104087837
RNF122,ENSG00000133874,RNF122,protein_coding,8,33547754.0,33567128.0,226507.0,2.5453147541212036,True,True,False,False,True,False,True,0.017182182853336017,"(0.0495, 0.0577]",0.11557154586292799
IKBKE,ENSG00000263528,IKBKE,protein_coding,1,206470476.0,206496889.0,206535.0,2.320884488083913,True,True,False,False,True,False,True,0.01710871245798294,"(0.0495, 0.0577]",0.115034400523405
SGO2,ENSG00000163535,SGO2,protein_coding,2,200510008.0,200584096.0,679467.0,7.635337451109554,True,True,False,False,True,False,True,0.059308148655541806,"(0.161, 0.185]",0.21827186081159056
LRIG1,ENSG00000144749,LRIG1,protein_coding,3,66378797.0,66501263.0,3716215.0,41.76002008320506,True,True,False,False,True,False,True,0.4516089335903139,"(1.125, 1.352]",0.6857248365698143
CXCR4,ENSG00000121966,CXCR4,protein_coding,2,136114349.0,136118149.0,131123.0,1.473461334548754,True,True,False,False,True,False,True,0.010635657632098748,"(0.0362, 0.0422]",0.0936121335451923
MINDY1,ENSG00000143409,MINDY1,protein_coding,1,150996086.0,151008375.0,731638.0,8.221595783246121,True,True,False,False,True,False,True,0.05629639960207402,"(0.185, 0.214]",0.198991403177647
PTPN14,ENSG00000152104,PTPN14,protein_coding,1,214348700.0,214552449.0,1761925.0,19.79918368154186,True,True,False,False,True,False,True,0.22376159122524805,"(0.425, 0.484]",0.48019498721103965
GALR1,ENSG00000166573,GALR1,protein_coding,18,77249848.0,77277900.0,426284.0,4.7902579374845065,True,True,False,False,True,False,True,0.03267032204178446,"(0.121, 0.14]",0.18396204819015924
KATNIP,ENSG00000047578,KATNIP,protein_coding,16,27550133.0,27780369.0,4797571.0,53.91148286915644,True,True,False,False,True,False,True,0.5664937725505739,"(1.352, 1.683]",0.6144149585104599
C1orf112,ENSG00000000460,C1orf112,protein_coding,1,169662007.0,169854080.0,1798664.0,20.21202884196365,True,True,False,False,True,False,True,0.17765759506298864,"(0.425, 0.484]",0.3915391963033375
DMRT2,ENSG00000173253,DMRT2,protein_coding,9,1049858.0,1057552.0,192404.0,2.1620909726937185,True,True,False,False,True,False,True,0.013606462655390542,"(0.0495, 0.0577]",0.09937712617733228
GRAPL,ENSG00000189152,GRAPL,protein_coding,17,19127535.0,19159187.0,146820.0,1.6498523763065827,True,True,False,False,True,False,True,0.010726276859572951,"(0.0362, 0.0422]",0.09071952266782521
THBS4,ENSG00000113296,THBS4,protein_coding,5,79991311.0,80083287.0,1906861.0,21.42786508742914,True,True,False,False,True,False,True,0.1815452650842778,"(0.484, 0.551]",0.3796011624988091
NOD1,ENSG00000106100,NOD1,protein_coding,7,30424527.0,30478784.0,793622.0,8.918125204939264,True,True,False,False,True,False,True,0.06956828993926661,"(0.185, 0.214]",0.23615734418376796
KANK1,ENSG00000107104,KANK1,protein_coding,9,470291.0,746106.0,4814268.0,54.09911115635976,True,True,False,False,True,False,True,0.6351648418046697,"(1.683, 2.18]",0.7772817034535565
COBLL1,ENSG00000082438,COBLL1,protein_coding,2,164653624.0,164843679.0,1331181.0,14.958807629370474,True,True,False,False,True,False,True,0.24233380181661876,"(0.425, 0.484]",0.6238869933689254
IGFBP6,ENSG00000167779,IGFBP6,protein_coding,12,53097436.0,53102345.0,161921.0,1.8195460197789004,True,False,False,False,True,False,True,0.012516009055147975,"(0.0314, 0.0362]",0.0960125926535399
APOL6,ENSG00000221963,APOL6,protein_coding,22,35648446.0,35668404.0,439312.0,4.936656771148328,True,True,False,False,True,False,True,0.0315443909936302,"(0.121, 0.14]",0.15688018746975108
DAAM2,ENSG00000146122,DAAM2,protein_coding,6,39792298.0,39904877.0,4245567.0,47.70847843426515,True,True,False,False,True,False,True,0.5501768824981441,"(1.683, 2.18]",0.7267857130488251
REST,ENSG00000084093,REST,protein_coding,4,56907876.0,56966808.0,1199982.0,13.484492264167864,True,True,False,False,True,False,True,0.09444823328809973,"(0.324, 0.368]",0.2652833768729748
